YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2025-11,WEEKDAY,11,TRAIN,BP12,2733,1330
2025-11,WEEKENDS/HOLIDAY,15,TRAIN,NS2,12986,14691
2025-11,WEEKENDS/HOLIDAY,11,TRAIN,NS19,22794,15529
2025-11,WEEKDAY,22,TRAIN,SW4,673,3286
2025-11,WEEKDAY,9,TRAIN,CC11,6826,67773
2025-11,WEEKENDS/HOLIDAY,6,TRAIN,EW27,14213,8379
2025-11,WEEKENDS/HOLIDAY,22,TRAIN,NS24/NE6/CC1,17580,6611
2025-11,WEEKDAY,20,TRAIN,NS27/CE2/TE20,7962,3083
2025-11,WEEKENDS/HOLIDAY,6,TRAIN,TE16,1228,1154
2025-11,WEEKENDS/HOLIDAY,21,TRAIN,NE12/CC13,24385,27836
2025-11,WEEKDAY,20,TRAIN,CC11,23963,10105
2025-11,WEEKDAY,10,TRAIN,EW15,13768,64046
2025-11,WEEKDAY,12,TRAIN,SW3,2691,1944
2025-11,WEEKDAY,7,TRAIN,DT28,29982,27533
2025-11,WEEKDAY,19,TRAIN,PE2,3967,13265
2025-11,WEEKDAY,21,TRAIN,DT10,2002,2808
2025-11,WEEKDAY,21,TRAIN,CG2,29862,14528
2025-11,WEEKENDS/HOLIDAY,10,TRAIN,TE12,2376,3356
2025-11,WEEKENDS/HOLIDAY,12,TRAIN,PW5,1689,1201
2025-11,WEEKENDS/HOLIDAY,0,TRAIN,CC27,0,3
2025-11,WEEKDAY,19,TRAIN,SE3,1725,8280
2025-11,WEEKDAY,19,TRAIN,TE11,4760,6786
2025-11,WEEKENDS/HOLIDAY,11,TRAIN,PE1,2613,1408
2025-11,WEEKDAY,18,TRAIN,EW17,46868,77155
2025-11,WEEKDAY,22,TRAIN,BP10,525,2859
2025-11,WEEKDAY,17,TRAIN,CC27,37719,2968
2025-11,WEEKDAY,15,TRAIN,CC8,6817,6338
2025-11,WEEKDAY,9,TRAIN,TE3,16017,8275
2025-11,WEEKENDS/HOLIDAY,13,TRAIN,PW1,1693,2074
2025-11,WEEKENDS/HOLIDAY,15,TRAIN,EW12/DT14,47385,46654
2025-11,WEEKENDS/HOLIDAY,22,TRAIN,DT29,889,5024
2025-11,WEEKDAY,6,TRAIN,NS14,55954,14907
2025-11,WEEKDAY,13,TRAIN,EW17,27132,23479
2025-11,WEEKENDS/HOLIDAY,9,TRAIN,BP11,2563,826
2025-11,WEEKENDS/HOLIDAY,17,TRAIN,EW29,16228,7371
2025-11,WEEKENDS/HOLIDAY,12,TRAIN,DT33,9904,4804
2025-11,WEEKDAY,21,TRAIN,TE1,8299,3006
2025-11,WEEKDAY,10,TRAIN,NS21/DT11,46545,46710
2025-11,WEEKENDS/HOLIDAY,14,TRAIN,SW6,1633,1538
2025-11,WEEKENDS/HOLIDAY,17,TRAIN,CC16,4311,3319
2025-11,WEEKDAY,7,TRAIN,TE23,4568,1870
2025-11,WEEKENDS/HOLIDAY,20,TRAIN,DT5,5028,8203
2025-11,WEEKDAY,19,TRAIN,BP13,866,2582
2025-11,WEEKENDS/HOLIDAY,16,TRAIN,NS11,18652,21133
2025-11,WEEKDAY,22,TRAIN,NE13,7755,21846
2025-11,WEEKENDS/HOLIDAY,9,TRAIN,CG2,7423,9876
2025-11,WEEKENDS/HOLIDAY,18,TRAIN,PW5,1577,2752
2025-11,WEEKDAY,16,TRAIN,NS4/BP1,35506,47877
2025-11,WEEKDAY,13,TRAIN,CG1/DT35,11872,15774
2025-11,WEEKDAY,21,TRAIN,NS8,11072,20072
2025-11,WEEKENDS/HOLIDAY,23,TRAIN,NS10,2111,13130
2025-11,WEEKDAY,20,TRAIN,EW29,28482,8520
2025-11,WEEKENDS/HOLIDAY,10,TRAIN,CC6,5473,7153
2025-11,WEEKENDS/HOLIDAY,17,TRAIN,TE23,2098,2767
2025-11,WEEKDAY,12,TRAIN,NS27/CE2/TE20,5820,4804
2025-11,WEEKDAY,8,TRAIN,BP7,2783,897
2025-11,WEEKENDS/HOLIDAY,14,TRAIN,NS2,13761,14013
2025-11,WEEKENDS/HOLIDAY,18,TRAIN,EW27,29338,40589
2025-11,WEEKENDS/HOLIDAY,15,TRAIN,DT8,1634,1758
2025-11,WEEKENDS/HOLIDAY,5,TRAIN,EW9,1686,129
2025-11,WEEKDAY,13,TRAIN,TE12,4909,6282
2025-11,WEEKENDS/HOLIDAY,7,TRAIN,BP4,876,469
2025-11,WEEKENDS/HOLIDAY,20,TRAIN,CC23,2055,1030
2025-11,WEEKENDS/HOLIDAY,18,TRAIN,TE22,3734,7489
2025-11,WEEKDAY,13,TRAIN,BP12,2426,2124
2025-11,WEEKENDS/HOLIDAY,14,TRAIN,EW12/DT14,42585,49546
2025-11,WEEKDAY,14,TRAIN,CC16,4775,6296
2025-11,WEEKENDS/HOLIDAY,8,TRAIN,NS5,17960,6984
2025-11,WEEKDAY,16,TRAIN,BP3,2988,3815
2025-11,WEEKENDS/HOLIDAY,19,TRAIN,BP4,581,993
2025-11,WEEKDAY,21,TRAIN,DT22,11042,11025
2025-11,WEEKDAY,17,TRAIN,CE1/DT16,48781,37295
2025-11,WEEKENDS/HOLIDAY,20,TRAIN,BP3,900,2642
2025-11,WEEKENDS/HOLIDAY,6,TRAIN,DT3,952,550
2025-11,WEEKENDS/HOLIDAY,5,TRAIN,DT3,134,6
2025-11,WEEKENDS/HOLIDAY,13,TRAIN,DT21,4822,6121
2025-11,WEEKENDS/HOLIDAY,16,TRAIN,NS14,16280,14691
2025-11,WEEKENDS/HOLIDAY,16,TRAIN,CC26,1768,1465
2025-11,WEEKENDS/HOLIDAY,11,TRAIN,DT18,3155,5196
2025-11,WEEKENDS/HOLIDAY,13,TRAIN,NE7/DT12,21298,24861
2025-11,WEEKENDS/HOLIDAY,17,TRAIN,TE27,3423,3718
2025-11,WEEKENDS/HOLIDAY,5,TRAIN,EW19,453,74
2025-11,WEEKDAY,7,TRAIN,TE4,8254,15461
2025-11,WEEKENDS/HOLIDAY,8,TRAIN,TE4,2227,2787
2025-11,WEEKENDS/HOLIDAY,9,TRAIN,EW31,1310,1068
2025-11,WEEKENDS/HOLIDAY,19,TRAIN,DT21,5406,3347
2025-11,WEEKENDS/HOLIDAY,9,TRAIN,EW3,8471,4004
2025-11,WEEKENDS/HOLIDAY,7,TRAIN,NS10,22105,9836
2025-11,WEEKENDS/HOLIDAY,9,TRAIN,NS18,9817,3920
2025-11,WEEKENDS/HOLIDAY,13,TRAIN,EW10,6722,7520
2025-11,WEEKDAY,11,TRAIN,CC28,3770,2053
2025-11,WEEKDAY,9,TRAIN,NS23,13495,54549
2025-11,WEEKENDS/HOLIDAY,19,TRAIN,CC27,1391,772
2025-11,WEEKENDS/HOLIDAY,5,TRAIN,EW25,1525,52
2025-11,WEEKENDS/HOLIDAY,14,TRAIN,PW7,1708,1868
2025-11,WEEKDAY,16,TRAIN,CC8,8329,7797
2025-11,WEEKENDS/HOLIDAY,12,TRAIN,NS16,23268,18882
2025-11,WEEKDAY,21,TRAIN,NE15,8827,33984
2025-11,WEEKENDS/HOLIDAY,21,TRAIN,DT3,1172,3590
2025-11,WEEKDAY,13,TRAIN,EW19,14740,13493
2025-11,WEEKENDS/HOLIDAY,11,TRAIN,PW2,157,208
2025-11,WEEKENDS/HOLIDAY,22,TRAIN,NS12,2807,10474
2025-11,WEEKENDS/HOLIDAY,15,TRAIN,EW4,5425,5381
2025-11,WEEKDAY,15,TRAIN,BP4,8434,1785
2025-11,WEEKDAY,17,TRAIN,EW23,92031,83324
2025-11,WEEKDAY,21,TRAIN,NS23,67318,15465
2025-11,WEEKENDS/HOLIDAY,5,TRAIN,PW3,193,5
2025-11,WEEKDAY,10,TRAIN,NS20,27343,44182
2025-11,WEEKDAY,12,TRAIN,CC27,6996,4995
2025-11,WEEKENDS/HOLIDAY,9,TRAIN,CC14,3795,2374
2025-11,WEEKENDS/HOLIDAY,20,TRAIN,DT24,1382,2908
2025-11,WEEKDAY,17,TRAIN,EW2/DT32,71996,108647
2025-11,WEEKENDS/HOLIDAY,5,TRAIN,NE15,991,30
2025-11,WEEKENDS/HOLIDAY,0,TRAIN,DT33,10,1890
2025-11,WEEKDAY,12,TRAIN,SE4,4259,3092
2025-11,WEEKDAY,11,TRAIN,CC10/DT26,14910,9074
2025-11,WEEKENDS/HOLIDAY,20,TRAIN,NS3,5197,12110
2025-11,WEEKDAY,8,TRAIN,EW33,9757,13347
2025-11,WEEKENDS/HOLIDAY,15,TRAIN,PE3,3084,3261
2025-11,WEEKENDS/HOLIDAY,10,TRAIN,NS11,24756,11280
2025-11,WEEKDAY,17,TRAIN,EW4,32279,18883
2025-11,WEEKDAY,8,TRAIN,BP11,11240,1693
2025-11,WEEKDAY,5,TRAIN,NS7,44095,2014
2025-11,WEEKENDS/HOLIDAY,5,TRAIN,SE2,667,21
2025-11,WEEKDAY,15,TRAIN,TE1,14241,2627
2025-11,WEEKDAY,20,TRAIN,CC26,5904,3835
2025-11,WEEKDAY,15,TRAIN,DT5,13716,13236
2025-11,WEEKENDS/HOLIDAY,18,TRAIN,TE27,3021,3743
2025-11,WEEKENDS/HOLIDAY,6,TRAIN,PE6,977,596
2025-11,WEEKENDS/HOLIDAY,11,TRAIN,NS4/BP1,20188,16311
2025-11,WEEKDAY,7,TRAIN,PW1,475,2081
2025-11,WEEKENDS/HOLIDAY,0,TRAIN,NS28,3,12
2025-11,WEEKDAY,12,TRAIN,DT20,7296,6085
2025-11,WEEKDAY,20,TRAIN,DT34,4209,7261
2025-11,WEEKENDS/HOLIDAY,6,TRAIN,CC23,15,238
2025-11,WEEKDAY,11,TRAIN,CC19/DT9,6743,6992
2025-11,WEEKDAY,8,TRAIN,BP8,2644,3284
2025-11,WEEKDAY,23,TRAIN,TE6,1035,8774
2025-11,WEEKENDS/HOLIDAY,5,TRAIN,EW7,723,129
2025-11,WEEKENDS/HOLIDAY,12,TRAIN,CC21,6105,7144
2025-11,WEEKENDS/HOLIDAY,7,TRAIN,PE3,1849,1030
2025-11,WEEKDAY,9,TRAIN,NS25/EW13,10754,95511
2025-11,WEEKENDS/HOLIDAY,23,TRAIN,EW27,2760,14548
2025-11,WEEKDAY,15,TRAIN,TE7,4830,5149
2025-11,WEEKENDS/HOLIDAY,17,TRAIN,DT27,5970,4916
2025-11,WEEKENDS/HOLIDAY,6,TRAIN,CG1/DT35,1005,1822
2025-11,WEEKDAY,0,TRAIN,PE1,58,709
2025-11,WEEKENDS/HOLIDAY,21,TRAIN,NE15,4166,15118
2025-11,WEEKDAY,21,TRAIN,PE4,870,2114
2025-11,WEEKDAY,11,TRAIN,DT5,13415,9801
2025-11,WEEKENDS/HOLIDAY,15,TRAIN,NE10,7565,7995
2025-11,WEEKDAY,21,TRAIN,EW29,11854,4755
2025-11,WEEKENDS/HOLIDAY,20,TRAIN,CC12,1437,3524
2025-11,WEEKDAY,22,TRAIN,CC27,2868,584
2025-11,WEEKDAY,13,TRAIN,PW1,1755,2803
2025-11,WEEKENDS/HOLIDAY,5,TRAIN,CC23,16,5
2025-11,WEEKENDS/HOLIDAY,5,TRAIN,NS27/CE2/TE20,127,20
2025-11,WEEKENDS/HOLIDAY,20,TRAIN,EW12/DT14,39923,19565
2025-11,WEEKENDS/HOLIDAY,21,TRAIN,DT27,2443,5100
2025-11,WEEKENDS/HOLIDAY,13,TRAIN,NS24/NE6/CC1,23287,29413
2025-11,WEEKDAY,13,TRAIN,PE3,7045,6532
2025-11,WEEKENDS/HOLIDAY,10,TRAIN,NE14,21261,8672
2025-11,WEEKENDS/HOLIDAY,19,TRAIN,NE17/PTC,23894,29084
2025-11,WEEKENDS/HOLIDAY,15,TRAIN,TE26,9368,7580
2025-11,WEEKENDS/HOLIDAY,12,TRAIN,TE8,7919,6046
2025-11,WEEKDAY,22,TRAIN,BP11,542,3208
2025-11,WEEKENDS/HOLIDAY,21,TRAIN,EW31,853,1715
2025-11,WEEKENDS/HOLIDAY,14,TRAIN,EW27,24595,25394
2025-11,WEEKENDS/HOLIDAY,9,TRAIN,EW28,17173,6618
2025-11,WEEKDAY,11,TRAIN,DT4,2557,978
2025-11,WEEKDAY,14,TRAIN,CC25,4924,4679
2025-11,WEEKDAY,9,TRAIN,CG2,14585,25095
2025-11,WEEKDAY,9,TRAIN,EW19,34589,12848
2025-11,WEEKENDS/HOLIDAY,20,TRAIN,EW17,8788,12543
2025-11,WEEKENDS/HOLIDAY,9,TRAIN,NS21/DT11,28073,28506
2025-11,WEEKDAY,8,TRAIN,TE8,19852,13644
2025-11,WEEKDAY,15,TRAIN,NE4/DT19,57852,48274
2025-11,WEEKDAY,13,TRAIN,PE1,4338,4168
2025-11,WEEKDAY,9,TRAIN,NE5,5321,41859
2025-11,WEEKENDS/HOLIDAY,18,TRAIN,CC28,2139,2375
2025-11,WEEKENDS/HOLIDAY,10,TRAIN,NE16/STC,25829,15300
2025-11,WEEKENDS/HOLIDAY,22,TRAIN,EW30,496,1037
2025-11,WEEKENDS/HOLIDAY,20,TRAIN,TE11,1143,1940
2025-11,WEEKENDS/HOLIDAY,6,TRAIN,CC8,139,112
2025-11,WEEKENDS/HOLIDAY,9,TRAIN,BP12,1730,750
2025-11,WEEKENDS/HOLIDAY,6,TRAIN,EW10,5966,1982
2025-11,WEEKENDS/HOLIDAY,0,TRAIN,CC7,18,125
2025-11,WEEKENDS/HOLIDAY,5,TRAIN,NE11,102,74
2025-11,WEEKENDS/HOLIDAY,6,TRAIN,TE3,2653,2587
2025-11,WEEKDAY,18,TRAIN,SE3,2562,8015
2025-11,WEEKDAY,19,TRAIN,TE27,3619,12637
2025-11,WEEKDAY,23,TRAIN,TE19,2611,629
2025-11,WEEKENDS/HOLIDAY,8,TRAIN,BP8,668,848
2025-11,WEEKDAY,21,TRAIN,EW33,1755,5196
2025-11,WEEKENDS/HOLIDAY,7,TRAIN,EW33,4353,3137
2025-11,WEEKENDS/HOLIDAY,8,TRAIN,EW5,18311,9672
2025-11,WEEKENDS/HOLIDAY,11,TRAIN,CC19/DT9,5030,5726
2025-11,WEEKENDS/HOLIDAY,6,TRAIN,EW6,2034,776
2025-11,WEEKDAY,10,TRAIN,NE5,6216,19894
2025-11,WEEKENDS/HOLIDAY,21,TRAIN,EW10,5342,7940
2025-11,WEEKENDS/HOLIDAY,19,TRAIN,DT23,2082,2185
2025-11,WEEKDAY,17,TRAIN,CC24,98792,14473
2025-11,WEEKDAY,19,TRAIN,BP6/DT1,44121,98897
2025-11,WEEKENDS/HOLIDAY,7,TRAIN,CG1/DT35,1542,5346
2025-11,WEEKENDS/HOLIDAY,12,TRAIN,DT27,5036,3734
2025-11,WEEKDAY,23,TRAIN,TE5,365,3146
2025-11,WEEKENDS/HOLIDAY,8,TRAIN,EW11,6095,7133
2025-11,WEEKENDS/HOLIDAY,19,TRAIN,NS28,2527,703
2025-11,WEEKENDS/HOLIDAY,17,TRAIN,BP4,903,916
2025-11,WEEKDAY,14,TRAIN,TE16,6026,6124
2025-11,WEEKENDS/HOLIDAY,22,TRAIN,NS21/DT11,21079,23009
2025-11,WEEKENDS/HOLIDAY,20,TRAIN,CG2,15925,9524
2025-11,WEEKDAY,16,TRAIN,TE6,7806,11743
2025-11,WEEKDAY,21,TRAIN,BP8,1296,1512
2025-11,WEEKENDS/HOLIDAY,5,TRAIN,EW14/NS26,343,175
2025-11,WEEKDAY,5,TRAIN,EW11,2456,410
2025-11,WEEKDAY,23,TRAIN,NE15,1718,13618
2025-11,WEEKDAY,10,TRAIN,EW25,11539,4974
2025-11,WEEKENDS/HOLIDAY,13,TRAIN,EW28,15198,9954
2025-11,WEEKDAY,23,TRAIN,DT18,7119,1613
2025-11,WEEKENDS/HOLIDAY,7,TRAIN,DT24,2612,1180
2025-11,WEEKDAY,15,TRAIN,EW15,30684,18871
2025-11,WEEKENDS/HOLIDAY,9,TRAIN,TE8,4514,6579
2025-11,WEEKDAY,7,TRAIN,DT3,17816,8977
2025-11,WEEKDAY,22,TRAIN,DT34,2286,4206
2025-11,WEEKENDS/HOLIDAY,10,TRAIN,EW10,6906,6103
2025-11,WEEKDAY,8,TRAIN,CC26,6548,27479
2025-11,WEEKDAY,9,TRAIN,EW14/NS26,13085,285975
2025-11,WEEKDAY,6,TRAIN,SE1,5702,2240
2025-11,WEEKDAY,0,TRAIN,EW4,59,2409
2025-11,WEEKENDS/HOLIDAY,10,TRAIN,EW23,25915,19406
2025-11,WEEKENDS/HOLIDAY,8,TRAIN,SW1,1219,1098
2025-11,WEEKDAY,18,TRAIN,CC20,9136,13933
2025-11,WEEKENDS/HOLIDAY,10,TRAIN,TE23,2224,1079
2025-11,WEEKENDS/HOLIDAY,6,TRAIN,BP11,1345,187
2025-11,WEEKENDS/HOLIDAY,7,TRAIN,SE4,1420,844
2025-11,WEEKENDS/HOLIDAY,18,TRAIN,BP7,449,610
2025-11,WEEKDAY,8,TRAIN,EW9,51036,37343
2025-11,WEEKDAY,12,TRAIN,NE14,29853,18852
2025-11,WEEKENDS/HOLIDAY,9,TRAIN,NE15,15444,5076
2025-11,WEEKDAY,13,TRAIN,SW4,2681,3658
2025-11,WEEKDAY,6,TRAIN,NS5,59599,14850
2025-11,WEEKENDS/HOLIDAY,9,TRAIN,CC11,2637,11002
2025-11,WEEKDAY,6,TRAIN,DT31,11439,3656
2025-11,WEEKENDS/HOLIDAY,19,TRAIN,TE16,4006,4173
2025-11,WEEKENDS/HOLIDAY,8,TRAIN,CC21,1088,1177
2025-11,WEEKDAY,0,TRAIN,EW28,16,3644
2025-11,WEEKENDS/HOLIDAY,17,TRAIN,TE7,3646,3058
2025-11,WEEKENDS/HOLIDAY,15,TRAIN,NS15,5791,5148
2025-11,WEEKENDS/HOLIDAY,13,TRAIN,TE28,1984,2144
2025-11,WEEKDAY,15,TRAIN,DT34,4106,3489
2025-11,WEEKENDS/HOLIDAY,8,TRAIN,EW27,20700,14199
2025-11,WEEKENDS/HOLIDAY,22,TRAIN,EW4,1968,6397
2025-11,WEEKDAY,6,TRAIN,TE16,4407,3163
2025-11,WEEKDAY,21,TRAIN,CC24,21717,4516
2025-11,WEEKENDS/HOLIDAY,5,TRAIN,EW24/NS1,2856,548
2025-11,WEEKENDS/HOLIDAY,11,TRAIN,DT34,2617,1312
2025-11,WEEKDAY,21,TRAIN,DT6,4523,5283
2025-11,WEEKENDS/HOLIDAY,21,TRAIN,BP4,354,998
2025-11,WEEKDAY,14,TRAIN,EW10,6954,8169
2025-11,WEEKDAY,20,TRAIN,DT4,575,3494
2025-11,WEEKENDS/HOLIDAY,18,TRAIN,PE3,3022,3917
2025-11,WEEKDAY,13,TRAIN,EW29,7790,6983
2025-11,WEEKENDS/HOLIDAY,15,TRAIN,CC21,6799,5519
2025-11,WEEKDAY,7,TRAIN,PW5,8701,5303
2025-11,WEEKENDS/HOLIDAY,22,TRAIN,NE12/CC13,15016,27027
2025-11,WEEKENDS/HOLIDAY,7,TRAIN,EW24/NS1,14961,21644
2025-11,WEEKDAY,9,TRAIN,CC4/DT15,4383,74398
2025-11,WEEKENDS/HOLIDAY,17,TRAIN,NS28,3212,1837
2025-11,WEEKDAY,6,TRAIN,NS18,13916,5510
2025-11,WEEKDAY,23,TRAIN,DT2,142,1010
2025-11,WEEKENDS/HOLIDAY,18,TRAIN,NS9/TE2,34794,42278
2025-11,WEEKDAY,22,TRAIN,PE5,623,5735
2025-11,WEEKENDS/HOLIDAY,21,TRAIN,PE6,1622,2937
2025-11,WEEKENDS/HOLIDAY,13,TRAIN,CC6,6910,11281
2025-11,WEEKDAY,16,TRAIN,CC20,6066,7631
2025-11,WEEKENDS/HOLIDAY,10,TRAIN,CC16,3241,3575
2025-11,WEEKENDS/HOLIDAY,13,TRAIN,NE10,9602,7979
2025-11,WEEKDAY,18,TRAIN,TE12,11722,5766
2025-11,WEEKDAY,18,TRAIN,EW10,18749,33905
2025-11,WEEKENDS/HOLIDAY,7,TRAIN,TE18,739,1819
2025-11,WEEKENDS/HOLIDAY,21,TRAIN,DT6,988,2629
2025-11,WEEKDAY,7,TRAIN,EW8/CC9,45155,44587
2025-11,WEEKENDS/HOLIDAY,11,TRAIN,NS21/DT11,31716,30601
2025-11,WEEKDAY,12,TRAIN,DT31,8098,7619
2025-11,WEEKENDS/HOLIDAY,17,TRAIN,NS15,7171,7085
2025-11,WEEKDAY,9,TRAIN,CC27,1176,44226
2025-11,WEEKDAY,21,TRAIN,TE6,4019,18269
2025-11,WEEKENDS/HOLIDAY,19,TRAIN,TE29,1563,2554
2025-11,WEEKENDS/HOLIDAY,11,TRAIN,DT8,2228,1510
2025-11,WEEKDAY,9,TRAIN,EW9,28790,21766
2025-11,WEEKENDS/HOLIDAY,13,TRAIN,DT30,4668,3550
2025-11,WEEKENDS/HOLIDAY,16,TRAIN,EW19,8700,9239
2025-11,WEEKDAY,10,TRAIN,TE16,8174,5333
2025-11,WEEKENDS/HOLIDAY,7,TRAIN,CE1/DT16,6655,11435
2025-11,WEEKENDS/HOLIDAY,9,TRAIN,PE4,1010,467
2025-11,WEEKENDS/HOLIDAY,17,TRAIN,PE6,4006,4030
2025-11,WEEKDAY,9,TRAIN,EW5,48010,24342
2025-11,WEEKDAY,0,TRAIN,BP11,0,1
2025-11,WEEKDAY,8,TRAIN,DT30,41275,5774
2025-11,WEEKDAY,6,TRAIN,CC24,1034,19751
2025-11,WEEKDAY,13,TRAIN,EW27,36842,39218
2025-11,WEEKDAY,19,TRAIN,EW18,22946,31241
2025-11,WEEKDAY,10,TRAIN,BP12,2774,1233
2025-11,WEEKDAY,23,TRAIN,EW10,2533,6731
2025-11,WEEKDAY,0,TRAIN,NE12/CC13,415,2931
2025-11,WEEKDAY,5,TRAIN,CC26,207,227
2025-11,WEEKDAY,19,TRAIN,DT8,5021,6345
2025-11,WEEKDAY,23,TRAIN,NE17/PTC,4448,18190
2025-11,WEEKDAY,10,TRAIN,CC27,1404,10273
2025-11,WEEKDAY,9,TRAIN,TE18,4716,24099
2025-11,WEEKDAY,19,TRAIN,TE29,2453,9877
2025-11,WEEKENDS/HOLIDAY,10,TRAIN,EW28,17156,5883
2025-11,WEEKDAY,9,TRAIN,CC28,7206,7806
2025-11,WEEKDAY,5,TRAIN,EW20,2139,794
2025-11,WEEKDAY,17,TRAIN,NE9,47868,31310
2025-11,WEEKDAY,17,TRAIN,CC5,12930,5274
2025-11,WEEKDAY,14,TRAIN,NE16/STC,40122,41694
2025-11,WEEKDAY,6,TRAIN,EW24/NS1,30570,69125
2025-11,WEEKENDS/HOLIDAY,8,TRAIN,EW24/NS1,16592,25334
2025-11,WEEKENDS/HOLIDAY,15,TRAIN,PE5,2482,2632
2025-11,WEEKDAY,15,TRAIN,CC7,5169,5636
2025-11,WEEKENDS/HOLIDAY,19,TRAIN,EW21/CC22,9649,10071
2025-11,WEEKDAY,21,TRAIN,EW22,14028,6933
2025-11,WEEKENDS/HOLIDAY,12,TRAIN,TE18,7035,10101
2025-11,WEEKDAY,17,TRAIN,NS15,69141,22884
2025-11,WEEKENDS/HOLIDAY,21,TRAIN,CC27,1079,354
2025-11,WEEKDAY,20,TRAIN,NS19,25466,44280
2025-11,WEEKDAY,9,TRAIN,NS16,62167,33491
2025-11,WEEKENDS/HOLIDAY,5,TRAIN,CC19/DT9,58,73
2025-11,WEEKDAY,21,TRAIN,NS13,36569,62972
2025-11,WEEKENDS/HOLIDAY,12,TRAIN,EW21/CC22,11788,10151
2025-11,WEEKDAY,10,TRAIN,DT34,4477,3763
2025-11,WEEKDAY,8,TRAIN,SW4,10135,2215
2025-11,WEEKDAY,10,TRAIN,DT23,2562,5736
2025-11,WEEKENDS/HOLIDAY,22,TRAIN,BP13,91,476
2025-11,WEEKENDS/HOLIDAY,23,TRAIN,NS5,1549,9092
2025-11,WEEKENDS/HOLIDAY,12,TRAIN,PE2,3456,2287
2025-11,WEEKENDS/HOLIDAY,13,TRAIN,EW8/CC9,36018,37342
2025-11,WEEKDAY,11,TRAIN,DT7,3411,3384
2025-11,WEEKENDS/HOLIDAY,12,TRAIN,EW30,1593,726
2025-11,WEEKENDS/HOLIDAY,14,TRAIN,TE13,2089,2439
2025-11,WEEKDAY,5,TRAIN,EW9,6231,813
2025-11,WEEKDAY,11,TRAIN,NE1/CC29,21100,65377
2025-11,WEEKENDS/HOLIDAY,6,TRAIN,DT29,2437,544
2025-11,WEEKDAY,19,TRAIN,NS7,25311,43746
2025-11,WEEKENDS/HOLIDAY,14,TRAIN,EW17,13083,13265
2025-11,WEEKENDS/HOLIDAY,5,TRAIN,EW27,4006,490
2025-11,WEEKDAY,6,TRAIN,EW9,42691,8719
2025-11,WEEKENDS/HOLIDAY,6,TRAIN,SW2,639,641
2025-11,WEEKENDS/HOLIDAY,12,TRAIN,NE18,6794,7844
2025-11,WEEKDAY,14,TRAIN,TE12,4408,6164
2025-11,WEEKENDS/HOLIDAY,21,TRAIN,EW28,6018,18062
2025-11,WEEKENDS/HOLIDAY,9,TRAIN,CC27,332,1640
2025-11,WEEKENDS/HOLIDAY,19,TRAIN,DT3,2351,4143
2025-11,WEEKENDS/HOLIDAY,8,TRAIN,CC23,369,877
2025-11,WEEKDAY,19,TRAIN,NS24/NE6/CC1,62554,45466
2025-11,WEEKDAY,6,TRAIN,SW4,5179,897
2025-11,WEEKENDS/HOLIDAY,5,TRAIN,TE13,10,10
2025-11,WEEKDAY,19,TRAIN,SE2,3596,13697
2025-11,WEEKDAY,23,TRAIN,NS3,3093,8636
2025-11,WEEKDAY,9,TRAIN,EW3,25120,11565
2025-11,WEEKDAY,14,TRAIN,TE25,2155,2822
2025-11,WEEKENDS/HOLIDAY,13,TRAIN,NE12/CC13,36905,38142
2025-11,WEEKENDS/HOLIDAY,18,TRAIN,NS12,9492,12851
2025-11,WEEKENDS/HOLIDAY,8,TRAIN,TE28,1987,917
2025-11,WEEKDAY,5,TRAIN,DT33,6106,83
2025-11,WEEKENDS/HOLIDAY,21,TRAIN,CC6,25180,1970
2025-11,WEEKDAY,20,TRAIN,TE11,2734,4422
2025-11,WEEKDAY,11,TRAIN,NS11,33301,17675
2025-11,WEEKENDS/HOLIDAY,20,TRAIN,DT23,1555,1878
2025-11,WEEKENDS/HOLIDAY,18,TRAIN,EW7,8400,10556
2025-11,WEEKDAY,12,TRAIN,SW4,3618,2468
2025-11,WEEKENDS/HOLIDAY,10,TRAIN,CC24,2610,3971
2025-11,WEEKENDS/HOLIDAY,5,TRAIN,PE3,351,108
2025-11,WEEKENDS/HOLIDAY,12,TRAIN,BP12,1565,963
2025-11,WEEKDAY,0,TRAIN,NE9,149,726
2025-11,WEEKENDS/HOLIDAY,18,TRAIN,TE26,10440,8301
2025-11,WEEKENDS/HOLIDAY,23,TRAIN,NE1/CC29,14053,2994
2025-11,WEEKDAY,11,TRAIN,TE15,7272,9237
2025-11,WEEKDAY,8,TRAIN,PE4,4170,1579
2025-11,WEEKENDS/HOLIDAY,9,TRAIN,BP13,979,512
2025-11,WEEKDAY,8,TRAIN,EW21/CC22,30504,110177
2025-11,WEEKDAY,0,TRAIN,TE24,26,178
2025-11,WEEKDAY,12,TRAIN,DT24,4919,3525
2025-11,WEEKENDS/HOLIDAY,21,TRAIN,NE10,3792,8458
2025-11,WEEKDAY,17,TRAIN,PW3,1248,1327
2025-11,WEEKENDS/HOLIDAY,11,TRAIN,NE14,20379,9372
2025-11,WEEKENDS/HOLIDAY,15,TRAIN,NS24/NE6/CC1,29953,27403
2025-11,WEEKENDS/HOLIDAY,5,TRAIN,CC25,45,5
2025-11,WEEKDAY,5,TRAIN,SW8,866,194
2025-11,WEEKENDS/HOLIDAY,14,TRAIN,EW20,5672,5784
