YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2025-11,WEEKDAY,17,TRAIN,DT23,15936,5534
2025-11,WEEKDAY,16,TRAIN,EW4,15770,14095
2025-11,WEEKENDS/HOLIDAY,17,TRAIN,DT31,5029,5322
2025-11,WEEKENDS/HOLIDAY,13,TRAIN,TE27,3168,3087
2025-11,WEEKENDS/HOLIDAY,15,TRAIN,TE18,9238,6407
2025-11,WEEKENDS/HOLIDAY,22,TRAIN,EW32,729,3338
2025-11,WEEKDAY,0,TRAIN,NS13,1175,7636
2025-11,WEEKENDS/HOLIDAY,12,TRAIN,PE4,1166,942
2025-11,WEEKENDS/HOLIDAY,7,TRAIN,CC24,407,1063
2025-11,WEEKENDS/HOLIDAY,17,TRAIN,TE14/NS22,76009,59924
2025-11,WEEKENDS/HOLIDAY,14,TRAIN,TE29,1705,1878
2025-11,WEEKENDS/HOLIDAY,0,TRAIN,DT8,10,110
2025-11,WEEKENDS/HOLIDAY,15,TRAIN,CC3,8114,6488
2025-11,WEEKDAY,10,TRAIN,NS5,27179,12626
2025-11,WEEKENDS/HOLIDAY,10,TRAIN,EW24/NS1,16906,36557
2025-11,WEEKDAY,20,TRAIN,DT17,27324,4601
2025-11,WEEKENDS/HOLIDAY,6,TRAIN,NE12/CC13,9581,6380
2025-11,WEEKENDS/HOLIDAY,9,TRAIN,NS16,27992,16017
2025-11,WEEKENDS/HOLIDAY,0,TRAIN,NE15,59,998
2025-11,WEEKDAY,20,TRAIN,NS8,12311,25003
2025-11,WEEKDAY,8,TRAIN,NE7/DT12,25991,61209
2025-11,WEEKDAY,14,TRAIN,CC28,2746,2902
2025-11,WEEKENDS/HOLIDAY,8,TRAIN,SE2,3419,1170
2025-11,WEEKENDS/HOLIDAY,17,TRAIN,EW18,10438,8882
2025-11,WEEKENDS/HOLIDAY,12,TRAIN,NS15,8453,4333
2025-11,WEEKENDS/HOLIDAY,17,TRAIN,PW3,547,538
2025-11,WEEKDAY,18,TRAIN,DT29,13363,25078
2025-11,WEEKDAY,8,TRAIN,NE9,52308,50233
2025-11,WEEKDAY,21,TRAIN,DT28,4436,13965
2025-11,WEEKENDS/HOLIDAY,12,TRAIN,NS2,16779,12518
2025-11,WEEKDAY,22,TRAIN,SW7,433,2708
2025-11,WEEKDAY,20,TRAIN,TE14/NS22,107951,36651
2025-11,WEEKENDS/HOLIDAY,15,TRAIN,DT29,3153,3182
2025-11,WEEKDAY,8,TRAIN,NE13,55798,28702
2025-11,WEEKDAY,23,TRAIN,DT8,328,962
2025-11,WEEKENDS/HOLIDAY,8,TRAIN,EW20,5933,5970
2025-11,WEEKDAY,20,TRAIN,TE4,4326,5325
2025-11,WEEKDAY,19,TRAIN,EW31,12290,4550
2025-11,WEEKDAY,19,TRAIN,EW26,26881,75830
2025-11,WEEKENDS/HOLIDAY,16,TRAIN,NS24/NE6/CC1,32119,26817
2025-11,WEEKDAY,0,TRAIN,NS25/EW13,517,131
2025-11,WEEKENDS/HOLIDAY,21,TRAIN,CC20,1041,2225
2025-11,WEEKENDS/HOLIDAY,10,TRAIN,NE11,8219,6613
2025-11,WEEKDAY,16,TRAIN,EW23,55232,51497
2025-11,WEEKDAY,8,TRAIN,DT3,26640,4954
2025-11,WEEKDAY,7,TRAIN,CC3,785,7757
2025-11,WEEKDAY,20,TRAIN,EW2/DT32,48231,66651
2025-11,WEEKDAY,21,TRAIN,CC20,2494,4679
2025-11,WEEKENDS/HOLIDAY,10,TRAIN,SW1,1384,997
2025-11,WEEKENDS/HOLIDAY,12,TRAIN,BP7,592,546
2025-11,WEEKDAY,21,TRAIN,EW20,7094,13034
2025-11,WEEKDAY,11,TRAIN,CC27,4747,5029
2025-11,WEEKENDS/HOLIDAY,22,TRAIN,NS7,18407,18728
2025-11,WEEKDAY,19,TRAIN,BP7,739,2359
2025-11,WEEKDAY,20,TRAIN,NS20,43192,16091
2025-11,WEEKENDS/HOLIDAY,12,TRAIN,NS10,22444,12749
2025-11,WEEKENDS/HOLIDAY,20,TRAIN,TE18,7260,3822
2025-11,WEEKDAY,11,TRAIN,SE3,3251,1415
2025-11,WEEKENDS/HOLIDAY,21,TRAIN,TE12,1247,855
2025-11,WEEKDAY,0,TRAIN,EW10,63,488
2025-11,WEEKDAY,17,TRAIN,CC21,13577,19213
2025-11,WEEKENDS/HOLIDAY,17,TRAIN,SW5,4199,4840
2025-11,WEEKENDS/HOLIDAY,23,TRAIN,PW7,316,898
2025-11,WEEKDAY,21,TRAIN,CC4/DT15,37693,3938
2025-11,WEEKDAY,12,TRAIN,DT7,3484,3583
2025-11,WEEKENDS/HOLIDAY,11,TRAIN,EW1,17306,8838
2025-11,WEEKDAY,22,TRAIN,SW6,562,3493
2025-11,WEEKENDS/HOLIDAY,23,TRAIN,PW4,336,953
2025-11,WEEKDAY,13,TRAIN,EW7,13603,13217
2025-11,WEEKENDS/HOLIDAY,21,TRAIN,PW5,523,3036
2025-11,WEEKENDS/HOLIDAY,7,TRAIN,DT28,6054,3814
2025-11,WEEKENDS/HOLIDAY,18,TRAIN,EW26,17082,21886
2025-11,WEEKDAY,10,TRAIN,SW3,2457,1152
2025-11,WEEKDAY,12,TRAIN,NE4/DT19,56548,79942
2025-11,WEEKENDS/HOLIDAY,20,TRAIN,TE24,791,1900
2025-11,WEEKDAY,0,TRAIN,SW5,112,1002
2025-11,WEEKDAY,8,TRAIN,PW4,8875,2980
2025-11,WEEKDAY,7,TRAIN,DT24,14175,7274
2025-11,WEEKENDS/HOLIDAY,0,TRAIN,NS20,89,223
2025-11,WEEKDAY,13,TRAIN,TE24,2747,3215
2025-11,WEEKENDS/HOLIDAY,13,TRAIN,DT33,9036,6255
2025-11,WEEKENDS/HOLIDAY,10,TRAIN,CC26,1441,1084
2025-11,WEEKENDS/HOLIDAY,22,TRAIN,EW33,1136,2598
2025-11,WEEKDAY,18,TRAIN,TE23,3575,8289
2025-11,WEEKENDS/HOLIDAY,23,TRAIN,TE29,206,905
2025-11,WEEKDAY,14,TRAIN,DT7,3000,4742
2025-11,WEEKENDS/HOLIDAY,0,TRAIN,NE17/PTC,292,1946
2025-11,WEEKENDS/HOLIDAY,20,TRAIN,NS23,31503,12678
2025-11,WEEKDAY,8,TRAIN,CC6,4360,12694
2025-11,WEEKENDS/HOLIDAY,10,TRAIN,TE4,2409,2585
2025-11,WEEKDAY,11,TRAIN,EW2/DT32,42795,38839
2025-11,WEEKDAY,0,TRAIN,NS9/TE2,1728,8427
2025-11,WEEKDAY,15,TRAIN,BP6/DT1,24779,32008
2025-11,WEEKDAY,14,TRAIN,DT30,5402,5689
2025-11,WEEKENDS/HOLIDAY,23,TRAIN,CC10/DT26,1139,4395
2025-11,WEEKENDS/HOLIDAY,5,TRAIN,CC5,18,2
2025-11,WEEKENDS/HOLIDAY,9,TRAIN,SW7,1987,560
2025-11,WEEKDAY,12,TRAIN,NE11,13735,14077
2025-11,WEEKDAY,23,TRAIN,TE7,473,2683
2025-11,WEEKENDS/HOLIDAY,5,TRAIN,DT13,135,21
2025-11,WEEKDAY,7,TRAIN,EW7,34477,17938
2025-11,WEEKDAY,16,TRAIN,EW14/NS26,70551,28950
2025-11,WEEKDAY,0,TRAIN,NS7,657,2559
2025-11,WEEKENDS/HOLIDAY,14,TRAIN,EW2/DT32,32108,30218
2025-11,WEEKENDS/HOLIDAY,11,TRAIN,NE15,14894,7905
2025-11,WEEKENDS/HOLIDAY,0,TRAIN,NS3,132,1462
2025-11,WEEKDAY,20,TRAIN,CC3,14154,2684
2025-11,WEEKDAY,12,TRAIN,SE3,3214,2023
2025-11,WEEKDAY,21,TRAIN,BP10,853,3856
2025-11,WEEKDAY,16,TRAIN,CC27,11459,2088
2025-11,WEEKENDS/HOLIDAY,18,TRAIN,EW31,3219,2081
2025-11,WEEKENDS/HOLIDAY,0,TRAIN,CC16,7,50
2025-11,WEEKDAY,7,TRAIN,SE2,18106,2469
2025-11,WEEKDAY,20,TRAIN,EW11,15537,18851
2025-11,WEEKDAY,20,TRAIN,CC16,5438,7869
2025-11,WEEKDAY,18,TRAIN,DT10,7241,7985
2025-11,WEEKENDS/HOLIDAY,5,TRAIN,EW6,196,25
2025-11,WEEKDAY,18,TRAIN,DT23,24663,10052
2025-11,WEEKDAY,10,TRAIN,NS7,29592,20464
2025-11,WEEKDAY,17,TRAIN,EW17,38158,46702
2025-11,WEEKENDS/HOLIDAY,0,TRAIN,NE1/CC29,38,204
2025-11,WEEKENDS/HOLIDAY,15,TRAIN,BP4,787,742
2025-11,WEEKDAY,9,TRAIN,DT23,4328,17588
2025-11,WEEKENDS/HOLIDAY,0,TRAIN,EW14/NS26,198,120
2025-11,WEEKENDS/HOLIDAY,5,TRAIN,PW7,224,96
2025-11,WEEKDAY,23,TRAIN,NE14,2191,18238
2025-11,WEEKENDS/HOLIDAY,14,TRAIN,TE8,7099,5210
2025-11,WEEKENDS/HOLIDAY,20,TRAIN,TE5,1417,3265
2025-11,WEEKDAY,12,TRAIN,DT27,8506,6743
2025-11,WEEKENDS/HOLIDAY,7,TRAIN,CC25,429,519
2025-11,WEEKDAY,14,TRAIN,EW29,8072,4821
2025-11,WEEKENDS/HOLIDAY,19,TRAIN,EW14/NS26,12579,10389
2025-11,WEEKDAY,6,TRAIN,EW17,24355,10034
2025-11,WEEKENDS/HOLIDAY,15,TRAIN,SW7,1084,1170
2025-11,WEEKENDS/HOLIDAY,15,TRAIN,EW10,6772,7374
2025-11,WEEKENDS/HOLIDAY,19,TRAIN,NS13,21096,34273
2025-11,WEEKENDS/HOLIDAY,6,TRAIN,SW5,1761,468
2025-11,WEEKDAY,15,TRAIN,NS9/TE2,41910,56192
2025-11,WEEKDAY,9,TRAIN,EW24/NS1,35700,87909
2025-11,WEEKDAY,23,TRAIN,DT6,796,2215
2025-11,WEEKENDS/HOLIDAY,22,TRAIN,PE6,1073,2115
2025-11,WEEKENDS/HOLIDAY,15,TRAIN,TE19,2570,1921
2025-11,WEEKENDS/HOLIDAY,16,TRAIN,EW23,25778,28433
2025-11,WEEKDAY,8,TRAIN,PW2,100,289
2025-11,WEEKDAY,20,TRAIN,EW12/DT14,80196,37804
2025-11,WEEKDAY,11,TRAIN,EW28,24475,13999
2025-11,WEEKENDS/HOLIDAY,15,TRAIN,DT13,7795,7633
2025-11,WEEKENDS/HOLIDAY,23,TRAIN,BP13,17,127
2025-11,WEEKDAY,23,TRAIN,TE3,799,6718
2025-11,WEEKDAY,22,TRAIN,TE27,887,5567
2025-11,WEEKDAY,18,TRAIN,DT21,24946,18311
2025-11,WEEKENDS/HOLIDAY,19,TRAIN,CC19/DT9,5157,3042
2025-11,WEEKDAY,16,TRAIN,DT2,8001,2752
2025-11,WEEKDAY,19,TRAIN,NS4/BP1,37044,90676
2025-11,WEEKENDS/HOLIDAY,13,TRAIN,PE6,4705,4020
2025-11,WEEKENDS/HOLIDAY,14,TRAIN,CC14,3237,3410
2025-11,WEEKDAY,8,TRAIN,CC2,2126,22015
2025-11,WEEKENDS/HOLIDAY,19,TRAIN,DT6,2413,3165
2025-11,WEEKENDS/HOLIDAY,11,TRAIN,EW30,1099,443
2025-11,WEEKENDS/HOLIDAY,18,TRAIN,TE13,2667,3642
2025-11,WEEKENDS/HOLIDAY,16,TRAIN,EW16/NE3/TE17,15481,10215
2025-11,WEEKENDS/HOLIDAY,10,TRAIN,NS28,1147,3537
2025-11,WEEKENDS/HOLIDAY,5,TRAIN,CC6,9,5
2025-11,WEEKENDS/HOLIDAY,11,TRAIN,NE18,5934,7480
2025-11,WEEKDAY,22,TRAIN,NE15,5497,26771
2025-11,WEEKENDS/HOLIDAY,22,TRAIN,TE25,465,1038
2025-11,WEEKENDS/HOLIDAY,21,TRAIN,NS4/BP1,11424,20998
2025-11,WEEKENDS/HOLIDAY,13,TRAIN,DT17,2737,3390
2025-11,WEEKDAY,12,TRAIN,PW5,2117,1768
2025-11,WEEKDAY,16,TRAIN,PE2,5336,6132
2025-11,WEEKENDS/HOLIDAY,17,TRAIN,DT3,3840,4038
2025-11,WEEKENDS/HOLIDAY,5,TRAIN,TE26,121,8
2025-11,WEEKDAY,19,TRAIN,CC14,8365,13005
2025-11,WEEKENDS/HOLIDAY,13,TRAIN,BP7,553,570
2025-11,WEEKDAY,18,TRAIN,BP3,4027,12767
2025-11,WEEKDAY,21,TRAIN,NS27/CE2/TE20,4761,2705
2025-11,WEEKDAY,22,TRAIN,NS3,6036,18835
2025-11,WEEKENDS/HOLIDAY,17,TRAIN,NS24/NE6/CC1,33871,25940
2025-11,WEEKENDS/HOLIDAY,5,TRAIN,PE2,547,43
2025-11,WEEKDAY,14,TRAIN,NE15,16394,18310
2025-11,WEEKDAY,15,TRAIN,EW8/CC9,41916,37831
2025-11,WEEKDAY,11,TRAIN,TE13,4906,4459
2025-11,WEEKENDS/HOLIDAY,11,TRAIN,PW5,2104,960
2025-11,WEEKDAY,15,TRAIN,NS2,19216,25627
2025-11,WEEKENDS/HOLIDAY,10,TRAIN,CC17/TE9,3354,2273
2025-11,WEEKDAY,20,TRAIN,EW20,8665,14106
2025-11,WEEKDAY,19,TRAIN,CG1/DT35,41755,10656
2025-11,WEEKENDS/HOLIDAY,23,TRAIN,NS16,3304,15176
2025-11,WEEKDAY,5,TRAIN,PE3,1398,297
2025-11,WEEKENDS/HOLIDAY,10,TRAIN,NS25/EW13,17211,57975
2025-11,WEEKDAY,7,TRAIN,CC21,10675,9983
2025-11,WEEKDAY,19,TRAIN,NS21/DT11,78859,85488
2025-11,WEEKENDS/HOLIDAY,22,TRAIN,PE3,665,2748
2025-11,WEEKDAY,12,TRAIN,DT17,31709,17142
2025-11,WEEKDAY,15,TRAIN,NE14,20485,24504
2025-11,WEEKDAY,20,TRAIN,SW4,1394,5929
2025-11,WEEKDAY,15,TRAIN,CC24,32862,17396
2025-11,WEEKDAY,10,TRAIN,DT4,2801,782
2025-11,WEEKENDS/HOLIDAY,19,TRAIN,NS10,12868,23147
2025-11,WEEKDAY,12,TRAIN,DT21,7582,10871
2025-11,WEEKENDS/HOLIDAY,18,TRAIN,SE3,1454,1930
2025-11,WEEKENDS/HOLIDAY,7,TRAIN,EW30,1468,4994
2025-11,WEEKENDS/HOLIDAY,16,TRAIN,BP7,411,587
2025-11,WEEKDAY,23,TRAIN,DT10,573,1467
2025-11,WEEKDAY,10,TRAIN,TE13,4085,5100
2025-11,WEEKDAY,16,TRAIN,NE9,22700,20992
2025-11,WEEKDAY,5,TRAIN,CC8,1190,158
2025-11,WEEKENDS/HOLIDAY,5,TRAIN,NS3,2288,195
2025-11,WEEKENDS/HOLIDAY,20,TRAIN,CC4/DT15,17150,4269
2025-11,WEEKENDS/HOLIDAY,21,TRAIN,EW21/CC22,8834,6522
2025-11,WEEKDAY,8,TRAIN,PE3,13898,12237
2025-11,WEEKENDS/HOLIDAY,19,TRAIN,NS7,19897,17580
2025-11,WEEKDAY,21,TRAIN,SE4,1366,4362
2025-11,WEEKDAY,6,TRAIN,DT7,1566,2824
2025-11,WEEKENDS/HOLIDAY,16,TRAIN,SW2,3454,3383
2025-11,WEEKDAY,14,TRAIN,DT27,6488,6346
2025-11,WEEKENDS/HOLIDAY,17,TRAIN,NS27/CE2/TE20,2872,3493
2025-11,WEEKDAY,19,TRAIN,TE6,7700,28293
2025-11,WEEKENDS/HOLIDAY,12,TRAIN,CC14,3970,2966
2025-11,WEEKDAY,6,TRAIN,DT2,2086,1956
2025-11,WEEKDAY,8,TRAIN,NS19,87161,67229
2025-11,WEEKDAY,9,TRAIN,DT33,37795,6488
2025-11,WEEKDAY,11,TRAIN,CC20,4900,3223
2025-11,WEEKDAY,5,TRAIN,DT20,43,0
2025-11,WEEKENDS/HOLIDAY,6,TRAIN,SW6,912,230
2025-11,WEEKDAY,22,TRAIN,EW27,18273,44247
2025-11,WEEKDAY,5,TRAIN,PW6,565,8
2025-11,WEEKDAY,21,TRAIN,TE26,10661,6398
2025-11,WEEKDAY,12,TRAIN,EW20,12076,8982
2025-11,WEEKENDS/HOLIDAY,14,TRAIN,EW23,25279,25030
2025-11,WEEKDAY,20,TRAIN,EW4,9118,20044
2025-11,WEEKENDS/HOLIDAY,23,TRAIN,DT34,387,1507
2025-11,WEEKENDS/HOLIDAY,15,TRAIN,TE29,1636,2058
2025-11,WEEKDAY,6,TRAIN,NS23,3072,9933
2025-11,WEEKENDS/HOLIDAY,7,TRAIN,CC17/TE9,2021,2432
2025-11,WEEKDAY,6,TRAIN,CC11,9402,22237
2025-11,WEEKDAY,8,TRAIN,CG1/DT35,3203,80383
2025-11,WEEKDAY,8,TRAIN,TE18,3880,23264
2025-11,WEEKENDS/HOLIDAY,11,TRAIN,CC21,4822,7077
2025-11,WEEKDAY,15,TRAIN,PW3,700,693
2025-11,WEEKENDS/HOLIDAY,10,TRAIN,CC25,3336,2166
2025-11,WEEKDAY,0,TRAIN,TE18,299,171
2025-11,WEEKDAY,8,TRAIN,SE3,9679,1592
2025-11,WEEKDAY,13,TRAIN,NS12,15148,14044
2025-11,WEEKENDS/HOLIDAY,20,TRAIN,NS14,8729,18486
2025-11,WEEKENDS/HOLIDAY,13,TRAIN,CE1/DT16,20069,30057
2025-11,WEEKDAY,13,TRAIN,NE13,21073,19273
2025-11,WEEKENDS/HOLIDAY,11,TRAIN,NS2,15975,9811
2025-11,WEEKENDS/HOLIDAY,23,TRAIN,CC7,666,1794
2025-11,WEEKENDS/HOLIDAY,18,TRAIN,NE8,28622,38532
2025-11,WEEKDAY,8,TRAIN,BP12,8767,1853
2025-11,WEEKDAY,10,TRAIN,EW32,1685,2014
2025-11,WEEKENDS/HOLIDAY,5,TRAIN,BP8,467,161
2025-11,WEEKDAY,13,TRAIN,NS9/TE2,49824,54555
2025-11,WEEKENDS/HOLIDAY,10,TRAIN,TE18,4047,8537
2025-11,WEEKDAY,17,TRAIN,CC19/DT9,11832,9194
2025-11,WEEKENDS/HOLIDAY,11,TRAIN,DT17,2709,2884
2025-11,WEEKDAY,23,TRAIN,SW2,477,1411
2025-11,WEEKDAY,16,TRAIN,DT13,13478,10759
2025-11,WEEKENDS/HOLIDAY,12,TRAIN,EW22,3137,2665
2025-11,WEEKENDS/HOLIDAY,18,TRAIN,EW8/CC9,46314,35733
2025-11,WEEKDAY,5,TRAIN,DT18,33,0
2025-11,WEEKENDS/HOLIDAY,19,TRAIN,DT7,1625,2655
2025-11,WEEKDAY,5,TRAIN,DT30,1899,116
2025-11,WEEKENDS/HOLIDAY,23,TRAIN,CG1/DT35,1358,1142
2025-11,WEEKENDS/HOLIDAY,7,TRAIN,CC14,274,363
2025-11,WEEKDAY,5,TRAIN,NE11,758,514
2025-11,WEEKDAY,9,TRAIN,TE22,458,3109
2025-11,WEEKDAY,17,TRAIN,CC17/TE9,16585,13774
2025-11,WEEKDAY,5,TRAIN,NS16,16272,2790
2025-11,WEEKDAY,14,TRAIN,BP9,1889,1871
2025-11,WEEKDAY,16,TRAIN,NS23,47815,43958
2025-11,WEEKDAY,17,TRAIN,DT31,13221,16830
2025-11,WEEKENDS/HOLIDAY,11,TRAIN,DT31,4828,2799
2025-11,WEEKDAY,8,TRAIN,CC5,3809,15776
2025-11,WEEKENDS/HOLIDAY,12,TRAIN,BP6/DT1,22476,17141
2025-11,WEEKDAY,19,TRAIN,SE4,2580,8483
2025-11,WEEKENDS/HOLIDAY,17,TRAIN,CC12,4779,3442
2025-11,WEEKDAY,20,TRAIN,DT31,4811,14269
2025-11,WEEKENDS/HOLIDAY,5,TRAIN,TE23,21,4
2025-11,WEEKDAY,9,TRAIN,NS27/CE2/TE20,1481,24468
2025-11,WEEKENDS/HOLIDAY,21,TRAIN,NS17/CC15,6650,11376
2025-11,WEEKDAY,17,TRAIN,DT3,9147,10798
2025-11,WEEKDAY,6,TRAIN,NS15,16484,18315
2025-11,WEEKDAY,13,TRAIN,CC25,5710,5266
2025-11,WEEKENDS/HOLIDAY,23,TRAIN,NE16/STC,2525,11602
2025-11,WEEKENDS/HOLIDAY,6,TRAIN,TE7,1039,574
2025-11,WEEKDAY,20,TRAIN,EW9,15909,35979
2025-11,WEEKDAY,21,TRAIN,DT13,11083,9264
2025-11,WEEKENDS/HOLIDAY,11,TRAIN,CE1/DT16,10427,29466
2025-11,WEEKDAY,13,TRAIN,NS19,37894,35166
2025-11,WEEKENDS/HOLIDAY,17,TRAIN,PE4,1160,1167
2025-11,WEEKENDS/HOLIDAY,0,TRAIN,CC19/DT9,28,155
2025-11,WEEKDAY,10,TRAIN,EW17,23842,20215
2025-11,WEEKDAY,15,TRAIN,NS8,15807,12802
2025-11,WEEKDAY,16,TRAIN,NS28,2617,2462
2025-11,WEEKENDS/HOLIDAY,17,TRAIN,EW25,9146,10049
2025-11,WEEKENDS/HOLIDAY,20,TRAIN,EW10,5500,8637
2025-11,WEEKENDS/HOLIDAY,21,TRAIN,SW1,1310,903
2025-11,WEEKENDS/HOLIDAY,11,TRAIN,SE4,2767,1474
2025-11,WEEKDAY,6,TRAIN,NS16,49843,28331
2025-11,WEEKENDS/HOLIDAY,18,TRAIN,CE1/DT16,30532,34168
2025-11,WEEKENDS/HOLIDAY,22,TRAIN,BP4,150,759
2025-11,WEEKENDS/HOLIDAY,15,TRAIN,BP10,1223,1538
2025-11,WEEKDAY,22,TRAIN,PE1,650,4505
2025-11,WEEKDAY,7,TRAIN,BP5,5480,2267
2025-11,WEEKENDS/HOLIDAY,6,TRAIN,NE5,1015,1361
2025-11,WEEKDAY,19,TRAIN,SW7,1734,5150
2025-11,WEEKENDS/HOLIDAY,22,TRAIN,NE16/STC,7180,21918
2025-11,WEEKENDS/HOLIDAY,6,TRAIN,PW6,301,42
2025-11,WEEKENDS/HOLIDAY,8,TRAIN,NS27/CE2/TE20,649,1457
2025-11,WEEKDAY,22,TRAIN,PW1,1030,101
2025-11,WEEKDAY,21,TRAIN,TE3,8225,12943
2025-11,WEEKDAY,19,TRAIN,NE10,19468,29754
2025-11,WEEKDAY,21,TRAIN,NS7,19487,37089
2025-11,WEEKENDS/HOLIDAY,12,TRAIN,EW5,20292,15667
2025-11,WEEKDAY,7,TRAIN,PE7,11273,2966
2025-11,WEEKENDS/HOLIDAY,15,TRAIN,DT30,3576,3949
2025-11,WEEKDAY,5,TRAIN,BP11,4006,256
2025-11,WEEKENDS/HOLIDAY,5,TRAIN,SE3,381,9
2025-11,WEEKDAY,13,TRAIN,DT27,10755,7565
2025-11,WEEKDAY,20,TRAIN,SW6,1302,5745
2025-11,WEEKDAY,23,TRAIN,CC6,9592,423
2025-11,WEEKENDS/HOLIDAY,22,TRAIN,CC23,1845,766
2025-11,WEEKDAY,18,TRAIN,SW5,8035,18782
2025-11,WEEKDAY,8,TRAIN,EW8/CC9,52827,98310
2025-11,WEEKENDS/HOLIDAY,0,TRAIN,DT31,18,576
2025-11,WEEKDAY,17,TRAIN,SW3,2437,3446
2025-11,WEEKENDS/HOLIDAY,17,TRAIN,DT18,3905,3820
2025-11,WEEKENDS/HOLIDAY,6,TRAIN,DT25,1559,493
2025-11,WEEKENDS/HOLIDAY,19,TRAIN,NE14,11243,19624
2025-11,WEEKENDS/HOLIDAY,16,TRAIN,EW27,25266,30752
2025-11,WEEKENDS/HOLIDAY,20,TRAIN,TE14/NS22,64249,23385
2025-11,WEEKENDS/HOLIDAY,10,TRAIN,DT21,3546,5241
2025-11,WEEKENDS/HOLIDAY,18,TRAIN,SW7,1229,1476
2025-11,WEEKDAY,11,TRAIN,NS3,20222,11455
2025-11,WEEKENDS/HOLIDAY,14,TRAIN,BP11,1689,1592
2025-11,WEEKDAY,13,TRAIN,EW9,20074,16513
2025-11,WEEKENDS/HOLIDAY,7,TRAIN,EW2/DT32,17198,12023
2025-11,WEEKENDS/HOLIDAY,8,TRAIN,EW1,15068,6841
2025-11,WEEKENDS/HOLIDAY,22,TRAIN,CC26,818,959
2025-11,WEEKENDS/HOLIDAY,17,TRAIN,CC11,12431,6749
2025-11,WEEKENDS/HOLIDAY,19,TRAIN,CC14,2324,3533
2025-11,WEEKDAY,23,TRAIN,SE4,150,1776
2025-11,WEEKDAY,10,TRAIN,EW9,18630,13153
2025-11,WEEKDAY,9,TRAIN,BP6/DT1,62518,29010
2025-11,WEEKENDS/HOLIDAY,21,TRAIN,NS12,4630,11698
2025-11,WEEKDAY,14,TRAIN,NS23,36355,42531
2025-11,WEEKENDS/HOLIDAY,11,TRAIN,BP4,987,609
2025-11,WEEKDAY,21,TRAIN,SW5,5106,8307
2025-11,WEEKDAY,11,TRAIN,BP11,3363,1688
2025-11,WEEKDAY,8,TRAIN,DT2,8562,14828
2025-11,WEEKENDS/HOLIDAY,22,TRAIN,TE8,3217,3229
2025-11,WEEKENDS/HOLIDAY,20,TRAIN,BP4,512,1030
2025-11,WEEKDAY,16,TRAIN,PE1,3217,4369
2025-11,WEEKDAY,16,TRAIN,BP4,11978,2403
2025-11,WEEKDAY,9,TRAIN,PE7,5887,1890
2025-11,WEEKDAY,7,TRAIN,BP10,10925,2550
2025-11,WEEKDAY,13,TRAIN,NS20,43509,47761
2025-11,WEEKDAY,10,TRAIN,NS2,25197,15915
2025-11,WEEKDAY,23,TRAIN,TE24,278,961
2025-11,WEEKDAY,17,TRAIN,EW22,46578,14785
2025-11,WEEKDAY,18,TRAIN,PW3,1164,1843
2025-11,WEEKDAY,7,TRAIN,NE12/CC13,110008,42340
2025-11,WEEKDAY,8,TRAIN,NE4/DT19,24524,79983
2025-11,WEEKENDS/HOLIDAY,11,TRAIN,SE3,2190,872
2025-11,WEEKDAY,23,TRAIN,NS28,231,216
2025-11,WEEKENDS/HOLIDAY,17,TRAIN,BP5,1337,985
2025-11,WEEKDAY,12,TRAIN,PE7,4308,2961
2025-11,WEEKDAY,15,TRAIN,CC5,3772,3275
2025-11,WEEKDAY,5,TRAIN,NS18,3833,692
2025-11,WEEKDAY,17,TRAIN,EW33,17393,11627
2025-11,WEEKDAY,6,TRAIN,PE5,9002,1310
2025-11,WEEKENDS/HOLIDAY,15,TRAIN,SW8,891,801
2025-11,WEEKENDS/HOLIDAY,15,TRAIN,DT5,9439,7634
2025-11,WEEKDAY,18,TRAIN,SE2,4901,14472
2025-11,WEEKENDS/HOLIDAY,7,TRAIN,SE1,1855,713
2025-11,WEEKENDS/HOLIDAY,13,TRAIN,EW12/DT14,36995,51930
2025-11,WEEKDAY,17,TRAIN,TE8,15826,15852
2025-11,WEEKDAY,22,TRAIN,CC14,2275,4777
2025-11,WEEKDAY,19,TRAIN,NS28,2047,919
2025-11,WEEKDAY,10,TRAIN,SE1,4727,1970
2025-11,WEEKENDS/HOLIDAY,5,TRAIN,CC28,31,1
2025-11,WEEKDAY,16,TRAIN,TE4,6615,3810
2025-11,WEEKDAY,0,TRAIN,CC28,3,78
2025-11,WEEKDAY,16,TRAIN,SW3,2115,2328
2025-11,WEEKDAY,5,TRAIN,DT25,606,309
2025-11,WEEKENDS/HOLIDAY,23,TRAIN,CC21,980,907
2025-11,WEEKDAY,15,TRAIN,EW21/CC22,25123,15940
2025-11,WEEKDAY,14,TRAIN,PW2,204,208
2025-11,WEEKENDS/HOLIDAY,22,TRAIN,DT17,2802,1399
2025-11,WEEKDAY,5,TRAIN,EW25,8928,432
2025-11,WEEKDAY,10,TRAIN,EW31,1217,1375
2025-11,WEEKENDS/HOLIDAY,6,TRAIN,EW5,8452,3648
2025-11,WEEKENDS/HOLIDAY,6,TRAIN,SW7,692,94
2025-11,WEEKDAY,5,TRAIN,SW1,179,176
2025-11,WEEKDAY,22,TRAIN,DT3,1350,7119
2025-11,WEEKENDS/HOLIDAY,8,TRAIN,NE17/PTC,19371,10114
